method,collision,path_length,clearance,planning_time,success,trial,difficulty,coverage,adaptivity
learnable_cp,False,74.37590433837514,0.99131841660966,0.37964104461225684,True,23,hard,0.9730167034266872,1.0815572056386902
naive,False,59.7942277883663,1.0426218918782737,0.1139449410057879,True,24,moderate,,
ensemble,True,67.20497195979422,1.7661726385180139,0.5710914006934499,False,24,moderate,,
learnable_cp,False,65.30087033651951,1.3980633056702247,0.37061927285871793,True,24,moderate,0.9513437581907095,0.7210430014148455
naive,False,57.25093347208614,1.7666951755618552,0.15923028593303595,True,25,easy,,
ensemble,False,69.9211596632326,4.310375886306689,0.5351362632717434,True,25,easy,,
learnable_cp,False,62.747048804102015,3.544731631611522,0.3370918549535629,True,25,easy,0.9431634019279176,0.3531808604129853
naive,True,67.65320781213985,1.1367627756350154,0.12690859832284415,False,26,hard,,
ensemble,False,81.98995737968427,1.4613224897520283,0.7121663204075033,True,26,hard,,
learnable_cp,False,71.08895222036934,0.9047475654281205,0.4036181398271823,True,26,hard,0.9457078525187738,1.0450390953591333
naive,True,58.15045176506184,0.6082060803220426,0.10626708326707421,False,27,hard,,
ensemble,True,67.30132477861575,1.272514793125876,0.6474860745854638,False,27,hard,,
learnable_cp,False,64.84659868350876,1.1270452089599872,0.39714762039090884,True,27,hard,0.9485403087853438,1.120617023156525
naive,True,63.65931104069839,0.8491425388567486,0.10023174814562623,False,28,hard,,
ensemble,False,77.00174190930318,1.3035671145148804,0.6635677045916066,True,28,hard,,
learnable_cp,False,66.17850867637296,0.9044703116415121,0.41581309163522834,True,28,hard,0.9531485276177776,1.1270317753213361
naive,False,66.3510525104772,1.3378233002431534,0.1412059604469727,True,29,moderate,,
ensemble,False,78.77019159145998,2.3738113210054,0.5983405429806655,True,29,moderate,,
learnable_cp,False,72.22775103650412,1.856100257188512,0.36408918554784236,True,29,moderate,0.9526099580566145,0.6653297100489607
naive,True,66.26226098059615,0.7966714280538516,0.12321142433008957,False,30,hard,,
ensemble,False,77.01544358921304,1.0040767024168575,0.670851035453235,True,30,hard,,
learnable_cp,False,69.74727972449845,1.2359744547685838,0.38544357083028685,True,30,hard,0.9510805645347099,1.0839785767238317
naive,False,59.42387237050017,1.2248808416468404,0.13303876977825613,True,31,moderate,,
ensemble,False,69.76319374989565,1.9315476255086772,0.6242912140723431,True,31,moderate,,
learnable_cp,False,66.20378244346392,2.1197243851993486,0.35587317746898633,True,31,moderate,0.9466935351663383,0.7967011805098104
naive,False,56.58862894665504,1.9673217503292246,0.10209851839089994,True,32,easy,,
ensemble,False,62.90213373145895,4.192921673514776,0.5009537260124615,True,32,easy,,
learnable_cp,False,57.62372900593277,3.681065359570865,0.32796751029177695,True,32,easy,0.9239399778361899,0.27044648595881876
naive,True,67.36605704083718,1.0497285823163114,0.14507890534105733,False,33,hard,,
ensemble,True,72.99757786281077,1.2718129255526123,0.6482067262399303,False,33,hard,,
learnable_cp,False,67.04972630012522,1.0586025700205652,0.43003337777121065,True,33,hard,0.9657042484054326,0.9614067860294091
naive,False,56.657299018279,1.0286128187273333,0.1517749564392149,True,34,moderate,,
ensemble,False,68.97371771435074,2.2457404135035346,0.5986155779461949,True,34,moderate,,
learnable_cp,False,67.65519502341367,1.4327560941843789,0.36046910495035756,True,34,moderate,0.9545833562837664,0.703146604251079
naive,False,58.813711982651746,0.912139312137948,0.12851540506268253,True,35,moderate,,
ensemble,True,71.58866253615894,2.047868210958253,0.6226631420309683,False,35,moderate,,
learnable_cp,True,59.528767029356345,1.644477203211764,0.34840222558888617,False,35,moderate,0.9584841314158696,0.6869012037989761
naive,False,65.0018708459127,1.22802866356363,0.13123300172996324,True,36,moderate,,
ensemble,True,75.9449408999852,2.1942613983083423,0.6481216567241599,False,36,moderate,,
learnable_cp,False,69.6003938294095,1.6210104402185272,0.39520252612443607,True,36,moderate,0.9455480811813665,0.7372474776925441
naive,False,52.803432532253964,0.6000249263866317,0.11831458222310784,True,37,moderate,,
ensemble,False,63.60792641658195,2.1966875592966595,0.6147511368139819,True,37,moderate,,
learnable_cp,False,57.764744336078216,1.5278287096995233,0.3720108825229909,True,37,moderate,0.9374464021975631,0.6631716828194679
naive,False,68.89728786421335,2.1510075931329,0.07353872145668425,True,38,easy,,
ensemble,False,83.77605137336477,3.7701214020148495,0.5344260506039122,True,38,easy,,
learnable_cp,False,72.72788113923187,3.3623507078015598,0.3472015034427517,True,38,easy,0.9509238066395839,0.3637071210140283
naive,False,63.62604527692854,0.9851806092746,0.11639178695135545,True,39,moderate,,
ensemble,False,78.79802069926961,1.6998815033260555,0.5902235712631445,True,39,moderate,,
learnable_cp,False,71.56739847567931,1.4985867051162312,0.3583010388204238,True,39,moderate,0.9520179046791584,0.7331368490968717
naive,True,52.080862261392326,1.0610522714172788,0.10602159599102895,False,40,moderate,,
ensemble,False,64.10633037160146,1.672934571593066,0.6430954663491704,True,40,moderate,,
learnable_cp,False,60.0443760102889,1.6029347827648968,0.39698004456203095,True,40,moderate,0.9582406164483713,0.7064126774161871
naive,False,58.6037805538341,1.1680867398943042,0.13404721172462372,True,41,moderate,,
ensemble,False,67.09840918373911,2.694964313821743,0.6048212207716659,True,41,moderate,,
learnable_cp,False,65.1675825670491,1.742811139229532,0.3704869409101367,True,41,moderate,0.9514341305262395,0.6558714692195836
naive,False,59.59475723619992,0.9516259178130368,0.11999186865374899,True,42,moderate,,
ensemble,False,68.51651573968792,2.0165390572057014,0.5916471825814261,True,42,moderate,,
learnable_cp,False,63.5161894630742,1.8372835468247124,0.36204751180356165,True,42,moderate,0.9549468792702753,0.7112032543669168
naive,False,59.879940925367514,1.8058751980467025,0.11246754552068641,True,43,easy,,
ensemble,False,66.97388400404029,4.161471301867037,0.5631050455511261,True,43,easy,,
learnable_cp,False,59.36064996116227,3.76268368843352,0.3384234642575591,True,43,easy,0.9454575067042735,0.42462253021206653
naive,False,69.11567809556507,2.035221720224905,0.08480549069755698,True,44,easy,,
ensemble,True,81.1228486853722,3.9275988554960644,0.5385278202904467,False,44,easy,,
learnable_cp,False,75.31813821261449,3.609600807208054,0.34742836394374715,True,44,easy,0.9463464141834675,0.4072044347149471
naive,False,61.48142479659333,2.1186385349035524,0.07971898171134348,True,45,easy,,
ensemble,False,68.43598638819547,4.01218170143969,0.5078002823962835,True,45,easy,,
learnable_cp,False,62.98519983413831,3.5545643586398543,0.32553753283963205,True,45,easy,0.9460825470200221,0.30050370593155773
naive,False,60.22774313174,0.851504097849753,0.1255984222838353,True,46,moderate,,
ensemble,False,74.40930364331787,1.9184603094547295,0.6027252115603954,True,46,moderate,,
learnable_cp,False,69.17016662122218,1.9148249149101304,0.3767213409294461,True,46,moderate,0.9443760363789918,0.6790058407059397
naive,True,58.30491386251328,0.6773634324587973,0.12888181360850207,False,47,extreme,,
ensemble,False,70.36114934680347,1.0149312187262733,0.6916863267876463,True,47,extreme,,
learnable_cp,False,65.78067618083179,1.2779669708348178,0.4526205529171226,True,47,extreme,0.9428527901620823,1.4087420099934027
naive,True,58.38036070614366,0.5102182809414235,0.1819087560612626,False,48,extreme,,
ensemble,False,66.78744393606686,0.9544069455680391,0.6867147729190762,True,48,extreme,,
learnable_cp,False,62.8500015511163,0.7154918834474472,0.4060799195811083,True,48,extreme,0.9570053495892945,1.4436841701886844
naive,False,58.887269990466606,0.4958533997538984,0.11432858229578988,True,49,hard,,
ensemble,False,71.24955778005577,1.4844018236669358,0.6301575564628705,True,49,hard,,
learnable_cp,False,68.99828917483867,1.4778311038913543,0.3957439097028095,True,49,hard,0.9556276526223872,1.0691450843632113
naive,True,57.73469110499061,1.1545596376639713,0.139110659204101,False,50,moderate,,
ensemble,False,67.05015847017947,1.8924045644239733,0.6002376740217388,True,50,moderate,,
learnable_cp,False,63.462282264845506,1.8356560592876656,0.3371087360693893,True,50,moderate,0.9530465725205035,0.6002554567131511
naive,True,72.05712336545052,0.11957008375316441,0.1692993676067465,False,51,extreme,,
ensemble,True,81.46542533808606,1.0432438744701131,0.699163099574532,False,51,extreme,,
learnable_cp,True,77.74470198699383,0.8803585467141407,0.43046457989076586,False,51,extreme,0.9488884434952234,1.3244214721623655
naive,True,63.65438078042346,0.5161926702838067,0.15414881985063147,False,52,hard,,
ensemble,False,73.42333152787262,1.4712633676190443,0.6720651812649252,True,52,hard,,
learnable_cp,False,69.09395838382068,0.985938888772289,0.3748218338585077,True,52,hard,0.9264478799738197,1.0893187103318214
naive,False,54.03340210257713,1.9215209952850607,0.07504546082324072,True,53,easy,,
ensemble,False,65.16232002848967,4.490462586398239,0.5637375854050777,True,53,easy,,
learnable_cp,False,56.958074100372734,3.464029237640777,0.3233486058243135,True,53,easy,0.9317558200821274,0.3706515379681194
naive,False,53.75079686524943,2.001498541933235,0.12718791104335933,True,54,easy,,
ensemble,False,61.641216965245114,3.617411523152816,0.5656222802913575,True,54,easy,,
learnable_cp,False,61.292488963779654,3.4018248065081633,0.31908961331662616,True,54,easy,0.9485052968533889,0.3210814488942375
naive,False,62.247022355721725,1.8882242848160138,0.07629692972460336,True,55,easy,,
ensemble,False,72.74301887864335,3.719923562229965,0.5534499524288377,True,55,easy,,
learnable_cp,False,67.52183156384197,3.176237018285134,0.314638909764845,True,55,easy,0.9472069678806416,0.3432238453054553
naive,True,57.606667261873106,0.4180077342836427,0.13139945824175356,False,56,extreme,,
ensemble,False,70.6322381878135,1.347661360203046,0.6947167161274017,True,56,extreme,,
learnable_cp,False,65.62340950793165,0.9635774612483347,0.4363168478367296,True,56,extreme,0.950380646162535,1.4766876960437416
naive,False,63.17897041365524,0.688818140715838,0.12233924360612496,True,57,moderate,,
ensemble,True,71.50268932037073,1.8785796734713665,0.6167587671836969,False,57,moderate,,
learnable_cp,False,66.20549343151335,1.7807727213672366,0.3737982579325001,True,57,moderate,0.9548425528519989,0.6679872767687057
naive,True,53.840646071671415,1.0082110635413333,0.09569517361302027,False,58,moderate,,
ensemble,False,61.56864594980284,2.024797425771816,0.6223630663432074,True,58,moderate,,
learnable_cp,False,59.22465244505139,2.105702111549234,0.37438187058084293,True,58,moderate,0.9496155362521761,0.7088040153137373
naive,True,60.47150153047164,0.6126544364822044,0.10177438517614831,False,59,moderate,,
ensemble,False,69.5245742590527,2.1478741306288542,0.6081141493580491,True,59,moderate,,
learnable_cp,False,64.76571815158503,2.282719745067134,0.3310956257237101,True,59,moderate,0.9449987996094005,0.7077593292759607
naive,False,66.75879818509725,0.9367495190662498,0.14926592896915614,True,60,moderate,,
ensemble,False,76.63472580935336,2.1627580344083546,0.6052400403118295,True,60,moderate,,
learnable_cp,False,70.07740574313148,1.835027504948591,0.334019651437028,True,60,moderate,0.9537017324849806,0.6761186206101729
naive,True,68.08919346537269,0.4575002880153807,0.12295075822287335,False,61,hard,,
ensemble,False,78.5132324476944,1.384616907506785,0.6644389020138698,True,61,hard,,
learnable_cp,False,72.00822837655613,1.3785940783957111,0.391865965040592,True,61,hard,0.9346900589993784,1.0374026223660915
naive,True,66.09035347397871,1.1261136064079864,0.1425529425720841,False,62,moderate,,
ensemble,False,79.55381117685225,1.6883515100005067,0.5763174541003966,True,62,moderate,,
learnable_cp,False,74.07225367894371,1.489255255560408,0.3412233183703362,True,62,moderate,0.956834275336199,0.6847233524227873
naive,False,63.39094151321033,0.9956587867734147,0.10981226720094986,True,63,moderate,,
ensemble,False,76.31736131264181,1.8867864016681497,0.5991755705429932,True,63,moderate,,
learnable_cp,False,71.3997040486576,1.7330239132580907,0.3790897923798763,True,63,moderate,0.9411143797581901,0.6849348832955647
naive,False,49.62129891855621,2.0340480659371103,0.08458865897170886,True,64,easy,,
ensemble,False,58.88023606924841,4.255535063886081,0.5592331316088099,True,64,easy,,
learnable_cp,False,54.03695646704833,3.907690985543383,0.3272978446368041,True,64,easy,0.944680762458107,0.36794050165758874
naive,False,60.151651731213214,0.9824727056238431,0.11179415394028339,True,65,moderate,,
ensemble,False,70.75629090432909,1.9708167104243655,0.6251022300807657,True,65,moderate,,
learnable_cp,False,66.31992876735636,1.9092907047487584,0.3687813641470527,True,65,moderate,0.9425827692294209,0.6206167376674689
naive,True,59.847684082344465,0.7310470144706654,0.12585905471296682,False,66,hard,,
ensemble,False,65.06732261664685,1.0820896141899377,0.6404271308009873,True,66,hard,,
learnable_cp,False,62.44001625221009,1.1642459000990508,0.34127946142945986,True,66,hard,0.9579961991732548,1.0695518719648396
naive,True,65.68119678868474,1.0294318527476638,0.11528808752587516,False,67,moderate,,
ensemble,False,68.26577070117332,1.7948447955394782,0.5672307913169158,True,67,moderate,,
learnable_cp,True,68.79977282130952,1.6291920327283513,0.3189782607494949,False,67,moderate,0.961252627527306,0.7475249527134761
naive,True,63.67377275317734,1.082505647321774,0.15165694393976875,False,68,hard,,
ensemble,False,74.142293313231,1.2581194749008475,0.6750488180900669,True,68,hard,,
learnable_cp,False,73.28837024256964,1.4147603376731634,0.42667323871357,True,68,hard,0.9407401037882683,0.979183905794031
naive,True,75.3639054840858,0.6697588565330895,0.14469459758478267,False,69,hard,,
ensemble,False,82.43585710926111,1.7182276561193761,0.6475806402996944,True,69,hard,,
learnable_cp,False,77.71498447871832,0.9121674521524339,0.37773699798449123,True,69,hard,0.9609035207048274,0.9651190895475629
naive,True,65.5063377856675,1.1481347712433445,0.11212914450699077,False,70,moderate,,
ensemble,False,72.35899394848059,1.9719666314915394,0.5794168596061903,True,70,moderate,,
learnable_cp,False,71.65363101698162,1.6218410724037737,0.39979858747397234,True,70,moderate,0.9442452770427605,0.6438563769132939
naive,True,64.25898439344708,0.1,0.1766883157639788,False,71,extreme,,
ensemble,False,77.3308290157782,1.1371359500418021,0.7066692457905616,True,71,extreme,,
learnable_cp,False,71.08001407078811,0.6775367703433826,0.4260928578717573,True,71,extreme,0.9610506604928218,1.3876525459861515
naive,True,61.708687207117705,1.239335982326099,0.12612247731698695,False,72,moderate,,
ensemble,False,68.53581569692768,1.854234621895027,0.6054912286195743,True,72,moderate,,
learnable_cp,False,64.90576736483644,1.3910044198229272,0.366287695334924,True,72,moderate,0.9391088160754416,0.6650373204515866
naive,True,66.13502273181119,0.34078981663574454,0.13825520738106814,False,73,hard,,
ensemble,True,79.95834594466973,1.208537125137566,0.648463954753699,False,73,hard,,
learnable_cp,True,78.79379064705579,1.1593097578801017,0.3896771960346625,False,73,hard,0.9555499874100533,1.0418955194522228
naive,True,73.1258696515397,0.823058904550369,0.11089304725328873,False,74,moderate,,
ensemble,False,81.74765401027624,2.440656955937965,0.6074040835189325,True,74,moderate,,
learnable_cp,False,78.6573273006927,1.5658363878697457,0.3567842298138092,True,74,moderate,0.9460862045008867,0.6543062232197321
naive,False,54.10482486472354,1.9169416890325133,0.07631782939283266,True,75,easy,,
ensemble,False,62.14079934647128,4.080199645597189,0.5243972607818731,True,75,easy,,
learnable_cp,False,60.95100863486551,3.805079868890639,0.31909435127531366,True,75,easy,0.950013258958999,0.3183944484956377
naive,True,75.82747434266203,0.3037093388491937,0.15524521910061223,False,76,extreme,,
ensemble,False,80.43334331107476,0.8683026768235138,0.6650105887852307,True,76,extreme,,
learnable_cp,True,73.02453751590204,0.8003827482892968,0.38790262862036956,False,76,extreme,0.9370467433283206,1.412775790097991
naive,True,56.612717877868874,1.0094567980239693,0.16030335212660024,False,77,moderate,,
ensemble,False,64.48841797030992,2.075469946148079,0.5874936538588065,True,77,moderate,,
learnable_cp,False,58.31002130983118,1.8145846537471568,0.33082863603498597,True,77,moderate,0.9382299614183686,0.79190767707151
naive,True,65.7096856666959,1.1007827585381018,0.13294379532307915,False,78,moderate,,
ensemble,False,74.99696280845961,1.8960202549663574,0.6151583015899285,True,78,moderate,,
learnable_cp,False,68.85816265422247,1.782728111381894,0.3388997912580077,True,78,moderate,0.9625715977408104,0.735127133716778
naive,True,64.5222906100704,1.1593427902642635,0.14530365144851998,False,79,moderate,,
ensemble,False,69.75320287781561,1.8887424751721316,0.5726514364079228,True,79,moderate,,
learnable_cp,False,66.11895504486677,2.1743581008297497,0.3598275767079997,True,79,moderate,0.9449369140910632,0.7022083517350032
naive,True,62.622231267885944,0.552159568400304,0.11485177206037897,False,80,hard,,
ensemble,False,77.36455339062265,1.1415277175483316,0.5991049890190778,True,80,hard,,
learnable_cp,False,72.54016757301183,1.3101125105507938,0.4090035240621049,True,80,hard,0.9358623046559971,0.8969906453463865
naive,False,72.90015771499267,1.0755421985027007,0.11001188467913621,True,81,moderate,,
ensemble,False,77.45507079140076,1.8621035259532472,0.6085779180013943,True,81,moderate,,
learnable_cp,False,78.76514275795202,1.4199275354498637,0.39230106658266445,True,81,moderate,0.9445069475619065,0.6921607600358528
naive,False,59.24018506426479,1.9589669962172027,0.07785116757319517,True,82,easy,,
ensemble,False,69.56644916853746,3.6336276880111074,0.5529587914113491,True,82,easy,,
learnable_cp,False,62.528178360461936,3.3771182971775606,0.35121328669723206,True,82,easy,0.9472722906400646,0.40316440041165064
naive,True,57.45860234557452,0.38291186968022917,0.17162230144565088,False,83,hard,,
ensemble,False,64.05685733117856,1.2686388131265667,0.6794992641008452,True,83,hard,,
learnable_cp,False,61.281362550077446,1.3859078766997217,0.39425197381872806,True,83,hard,0.9480863336551191,1.0637074433214115
naive,False,57.01122693834467,0.7423869758830848,0.15521907665618376,True,84,hard,,
ensemble,True,66.87613925589595,1.5431309690835655,0.6284347470968675,False,84,hard,,
learnable_cp,False,55.333260893874034,1.2664100899817066,0.4326788103109646,True,84,hard,0.9744499570226086,1.226161803138429
naive,False,69.62736959957141,0.4256518049750147,0.12181320505963499,True,85,hard,,
ensemble,False,84.48444012692217,0.8773378223489616,0.6612477738706826,True,85,hard,,
learnable_cp,False,76.01332552932391,1.3755097333697857,0.4145766357036275,True,85,hard,0.9553128973171966,1.0150067294848624
naive,True,75.39187247726372,0.6207368205272756,0.15321518588514255,False,86,extreme,,
ensemble,False,89.02739303308608,1.028095603916845,0.6816514441950967,True,86,extreme,,
learnable_cp,False,86.7533169199068,0.9911575511457896,0.447205026167282,True,86,extreme,0.956678938610364,1.4184722140326629
naive,True,62.750555256555224,0.7249361966109648,0.09741399483500143,False,87,hard,,
ensemble,True,74.37958600118516,1.534716160946149,0.6352748428423466,False,87,hard,,
learnable_cp,False,70.22777262023968,0.994498175956184,0.4107629911317169,True,87,hard,0.9540661660231731,1.0619603787431426
naive,True,58.830443745081105,0.7452310798168397,0.15946278163341443,False,88,hard,,
ensemble,False,66.20893262093335,1.3318670461051911,0.6591791063135469,True,88,hard,,
learnable_cp,False,62.99249849863206,1.0788689997257899,0.3480795337885853,True,88,hard,0.950656364335764,1.02150111008934
naive,False,72.97754622521977,0.5042377246768359,0.1086418156194158,True,89,hard,,
ensemble,False,81.79970981382782,1.3036589503852765,0.6414537195089065,True,89,hard,,
learnable_cp,False,78.6270286624722,1.100164763654074,0.3948413431251682,True,89,hard,0.9511281208279612,0.9646426143565299
naive,False,56.11564331954269,1.0517927607488895,0.13325284659549333,True,90,hard,,
ensemble,True,68.29511857827532,1.37184193004509,0.6540367982010085,False,90,hard,,
learnable_cp,True,63.030725104172504,1.2770695942050807,0.4151519227232033,False,90,hard,0.9721350185639612,1.103188991497177
naive,False,66.18562469024566,1.326407839867298,0.11166181200621912,True,91,moderate,,
ensemble,False,79.94117605587756,2.1048764336765364,0.5765910481100389,True,91,moderate,,
learnable_cp,False,72.86592207861686,1.910818006172618,0.3836332321440757,True,91,moderate,0.9496241316872375,0.6985836718523468
naive,False,60.10348868742728,0.9806597589186474,0.14320751548356972,True,92,moderate,,
ensemble,False,69.45792476998314,2.1853700113579566,0.6071651602122794,True,92,moderate,,
learnable_cp,False,65.15891332772408,1.658968385777003,0.34957656868546483,True,92,moderate,0.9352134161039026,0.5469059370477849
naive,False,59.83041275926773,0.9305387654403133,0.14361153415464406,True,93,moderate,,
ensemble,False,70.84184550097659,1.4417677278706282,0.6041087846361788,True,93,moderate,,
learnable_cp,False,65.79312877578455,1.9700644103470282,0.34429383320527795,True,93,moderate,0.9369350135291321,0.6617149803057676
naive,False,62.22350982719467,0.9175953640858522,0.13843439946847033,True,94,moderate,,
ensemble,False,70.44087564942812,2.1583410100646896,0.6658589404979326,True,94,moderate,,
learnable_cp,False,70.15899815679163,1.4934031177929117,0.3522368443252697,True,94,moderate,0.9608366939971,0.8015221053238495
naive,False,69.68114464119328,1.537902932596217,0.10934625492925155,True,95,moderate,,
ensemble,False,81.00333855384056,1.871024685539619,0.6127855285098721,True,95,moderate,,
learnable_cp,False,76.49821519776268,1.8294250518871005,0.3818963348619668,True,95,moderate,0.9366272082556619,0.6456878462912934
naive,True,67.82324473701782,0.5546051023615953,0.11614923317843744,False,96,hard,,
ensemble,True,77.21981304485713,1.4220140823722869,0.7108916416753521,False,96,hard,,
learnable_cp,True,68.56335456696718,1.758246741135185,0.36518310925220754,False,96,hard,0.9362111179264146,1.0683169248624131
naive,True,68.86325173708131,0.2426334738313743,0.1511874812382827,False,97,extreme,,
ensemble,True,75.68068979541792,0.8856322582381487,0.7044708041591095,False,97,extreme,,
